TIMESTAMP,CURRENT_PRICE,SHARES,P/L_PERCENT,PROFIT/LOSS,REALIZED_PROFIT/LOSS,HOLD/NONE,PURCHASE/SELL_PRICE,PURCHASE_COST
10:48,57.7800,10000,0.000346,$200.00,$0.00,HOLD,57.76,$577600.00
10:49,57.8200,10000,0.001039,$600.00,$0.00,HOLD,57.76,$577600.00
10:50,57.8200,10000,0.001039,$600.00,$0.00,HOLD,57.76,$577600.00
10:51,57.7950,10000,0.000606,$350.00,$0.00,HOLD,57.76,$577600.00
10:52,57.7950,10000,0.000606,$350.00,$0.00,HOLD,57.76,$577600.00
10:53,57.7950,10000,0.000606,$350.00,$0.00,HOLD,57.76,$577600.00
10:54,57.8000,10000,0.000693,$400.00,$0.00,HOLD,57.76,$577600.00
10:55,57.8000,10000,0.000693,$400.00,$0.00,HOLD,57.76,$577600.00
10:56,57.7900,10000,0.000519,$300.00,$0.00,HOLD,57.76,$577600.00
10:57,57.7950,10000,0.000606,$350.00,$0.00,HOLD,57.76,$577600.00
10:58,57.7946,10000,0.000599,$346.00,$0.00,HOLD,57.76,$577600.00
10:59,57.7750,10000,0.000260,$150.00,$0.00,HOLD,57.76,$577600.00
11:00,57.7900,10000,0.000519,$300.00,$0.00,HOLD,57.76,$577600.00
11:01,57.7710,10000,0.000190,$110.00,$0.00,HOLD,57.76,$577600.00
11:02,57.7601,10000,0.000002,$1.00,$0.00,HOLD,57.76,$577600.00
11:03,57.7800,10000,0.000346,$200.00,$0.00,HOLD,57.76,$577600.00
11:04,57.7500,10000,-0.000173,$-100.00,$0.00,HOLD,57.76,$577600.00
11:05,57.7400,10000,-0.000346,$-200.00,$0.00,HOLD,57.76,$577600.00
11:06,57.7100,10000,-0.000866,$-500.00,$0.00,HOLD,57.76,$577600.00
11:07,57.6800,0,-0.001385,$-500.00,$-800.00,NONE,57.68,$0.00
11:08,57.6850,0,-0.001385,$-500.00,$-800.00,NONE,57.68,$0.00
11:09,57.6600,0,-0.001385,$-500.00,$-800.00,NONE,57.68,$0.00
11:10,57.6650,0,-0.001385,$-500.00,$-800.00,NONE,57.68,$0.00
11:11,57.6430,0,-0.001385,$-500.00,$-800.00,NONE,57.68,$0.00
11:12,57.6300,0,-0.001385,$-500.00,$-800.00,NONE,57.68,$0.00
11:13,57.6500,0,-0.001385,$-500.00,$-800.00,NONE,57.68,$0.00
11:14,57.6450,0,-0.001385,$-500.00,$-800.00,NONE,57.68,$0.00
11:15,57.6550,0,-0.001385,$-500.00,$-800.00,NONE,57.68,$0.00
11:16,57.5750,0,-0.001385,$-500.00,$-800.00,NONE,57.68,$0.00
11:17,57.5800,0,-0.001385,$-500.00,$-800.00,NONE,57.68,$0.00
